Gene_acc,Gene_id,iBAQ SPORO_1,iBAQ SPORO_2,iBAQ SPORO_3,iBAQ WALL_1,iBAQ WALL_2,iBAQ WALL_3,Desc
1368,cgd2_2790,46632.0,49255000.0,3821400.0,1102500.0,3935900.0,4419700.0,ZC3H15/TMA46 family C-terminal domain containing protein
480,cgd2_280,63083000.0,131670000.0,22371000.0,120990000.0,72161000.0,233060000.0,Ribosomal protein L15
982,cgd2_2840,10541.0,8033300.0,0.0,0.0,0.0,1924500.0,Pleckstrin homology domain containing protein
1639,cgd2_2870,7050100.0,171520000.0,87026000.0,50816000.0,81645000.0,20603000.0,Ribosomal protein S28e
118,cgd2_2890,3454900.0,46552000.0,2450100.0,2290000.0,179000.0,5594200.0,Biotin--acetyl-CoA-carboxylase ligase
1284,cgd2_2900,1975800.0,47108000.0,2974400.0,10308000.0,9585700.0,1015800.0,Uncharacterized protein
326,cgd2_2910,0.0,1359600.0,0.0,0.0,0.0,0.0,WD repeat containing protein
329,cgd2_2940,0.0,415980.0,0.0,0.0,0.0,0.0,type 1 K Homology domain containing protein
613,cgd2_2950,3187900.0,17641000.0,0.0,8459.8,517760.0,2770300.0,RING/Armadillo-type fold domain containing protein
910,cgd2_2960,0.0,5189200.0,106030.0,0.0,0.0,1164900.0,Serine/threonine phosphatase
1578,cgd2_2970,0.0,12165000.0,208770.0,2168500.0,766800.0,0.0,DNA-directed RNA polymerase II
1172,Cgd2_2990,127880000.0,1369100000.0,104930000.0,341320000.0,205580000.0,324440000.0,60S ribosomal protein L13
1383,cgd2_3000,160080000.0,1185600000.0,146570000.0,339560000.0,554570000.0,206800000.0,40S ribosomal protein S16
808,cgd2_300,38463.0,6592100.0,0.0,9250.9,0.0,2504800.0,Histidine kinase/DNA gyrase B/HSP90-like ATPase
296,cgd2_3010,1403900.0,43757000.0,1494400.0,623690.0,1121700.0,5767300.0,N-ethylmaleimide-sensitive factor (NSF1)-like AAA Atpase
773,cgd2_3030,12916.0,13021000.0,28758.0,16287.0,0.0,247070.0,Uncharacterized protein
1637,cgd2_3040,0.0,37161000.0,3321100.0,3933400.0,159750000.0,625650.0,Uncharacterized protein
245,cgd2_3050,0.0,40344000.0,1087800.0,29189000.0,230890000.0,3316400.0,Uncharacterized protein
285,cgd2_3060,0.0,1624500.0,0.0,0.0,3831300.0,0.0,Uncharacterized protein
1329,cgd2_3070,0.0,17276000.0,579380.0,997340.0,0.0,1359700.0,High mobility group box domain containing protein
138,cgd2_3080,0.0,5632200.0,0.0,990780.0,881130.0,1601500.0,CpTSP10 protein/Kringle domain containing protein
1165,cgd2_3090,11074000.0,503070000.0,23571000.0,33984000.0,42333000.0,105520000.0,Uncharacterized protein
1576,cgd2_30,832760.0,23414000.0,1297100.0,1374300.0,14236000.0,1161000.0,Cysteine desulfurase/selenocysteine lyase-like PLP dependent transferase superfamily protein
1514,cgd2_3100,0.0,3889500.0,0.0,0.0,0.0,124600.0,Acyltransferase 3
1149,cgd2_3110,21187000.0,332250000.0,12579000.0,20452000.0,64878000.0,81384000.0,Uncharacterized protein
566,cgd2_3120,142090.0,6241800.0,75406.0,56125.0,0.0,818580.0,Uncharacterized protein
183,cgd2_3130,0.0,0.0,0.0,0.0,6174500.0,62926.0,Uncharacterized protein
971,cgd2_3170,18977.0,1232000.0,0.0,0.0,0.0,216040.0,Rab-GTPase-TBC domain containing protein
283,cgd2_3180,0.0,4407200.0,105960.0,0.0,0.0,262110.0,DNA polymerase III delta subunit
555,cgd2_3200,6173500.0,212240000.0,12741000.0,5180900.0,19513000.0,20609000.0,Glucose-6-phosphate isomerase
206,cgd2_320,2218500.0,33979000.0,3285200.0,3905500.0,0.0,2138600.0,Activator of Hsp90 ATPase homolog 1-like protein
92,cgd2_3210,442630.0,17968000.0,1008000.0,0.0,0.0,1305600.0,Uncharacterized protein
576,cgd2_3220,5002700.0,205560000.0,10297000.0,16514000.0,30655000.0,93820000.0,FDF/Scd6-like Sm domain containing protein
458,cgd2_3230,2816100.0,68180000.0,2563000.0,1486700.0,3744600.0,6928700.0,DnaJ/Thioredoxin domain containing protein
1097,cgd2_3240,3048700.0,163310000.0,9318300.0,10054000.0,13334000.0,46330000.0,Arf GTPase activating protein
966,cgd2_3250,25937.0,6093800.0,0.0,0.0,0.0,701120.0,Tetratricopeptide repeat
554,cgd2_3260,40039000.0,530600000.0,23863000.0,37321000.0,35786000.0,55535000.0,Phosphoglucomutase
1381,cgd2_3270,0.0,2497000.0,116480.0,330940.0,0.0,324400.0,Phosphoglucomutase
1039,cgd2_3290,0.0,27078000.0,0.0,300480.0,0.0,1782500.0,Uncharacterized protein
574,cgd2_3300,79748.0,3865100.0,60338.0,0.0,0.0,667960.0,RecQ mediated genome instability protein N-terminal domain containing protein
866,cgd2_330,45925.0,4162400.0,0.0,0.0,1027000.0,0.0,Notchless
15,cgd2_3320,0.0,4740300.0,55080.0,6688300.0,51752000.0,10012000.0,Papain family cysteine protease
212,cgd2_3330,10988000.0,189350000.0,6455400.0,50028000.0,307390000.0,67439000.0,Hsp70 protein
441,cgd2_3340,66345.0,2800600.0,74725.0,0.0,0.0,523330.0,Ser/Thr protein kinase
444,cgd2_3350,6765300.0,412670000.0,32598000.0,114030000.0,43442000.0,250010000.0,Uncharacterized protein
645,cgd2_3360,164700.0,6785000.0,8882.2,0.0,0.0,117870.0,Uncharacterized protein
655,cgd2_3370,10510000.0,104840000.0,5763800.0,20131000.0,5027000.0,14257000.0,unspecified product
1513,cgd2_3380,0.0,652620.0,0.0,0.0,0.0,619280.0,FAM76 protein
956,cgd2_340,20588.0,12395000.0,0.0,0.0,0.0,1050900.0,RING/FYVE/PHD-type Zinc finger-containing protein
1351,cgd2_3410,29361000.0,505230000.0,40574000.0,169070000.0,108680000.0,45448000.0,ARF1/2 like small Gtpase
1512,cgd2_3450,0.0,2062400.0,0.0,0.0,0.0,649990.0,Ubiquitin carboxyl-terminal hydrolase
1596,cgd2_3460,171190.0,6983400.0,37727.0,0.0,0.0,2478700.0,Myb-like DNA-binding /CHY zinc finger domain-containing protein
431,cgd2_3500,0.0,0.0,0.0,0.0,101800.0,0.0,Uncharacterized protein
1088,cgd2_3550,74669.0,19502000.0,0.0,961640.0,0.0,1181600.0,Nucleoporin NSP1/NUP62
1355,cgd2_3580,41850.0,5841800.0,0.0,26148.0,138500.0,204040.0,Uncharacterized protein
648,cgd2_360,8955900.0,121860000.0,4955700.0,4496300.0,8800200.0,22443000.0,Eukaryotic translation initiation factor 3 subunit B
1511,cgd2_3640,0.0,2853800.0,0.0,0.0,0.0,57113.0,Bromodomain containing protein
28,cgd2_3660,0.0,383270.0,0.0,539220.0,14270000.0,1943200.0,Subtilase family
1510,cgd2_3700,0.0,1831600.0,0.0,0.0,0.0,816720.0,SWI/SNF related transcriptional regulator ATpase
744,cgd2_370,2110300.0,51711000.0,3459700.0,6025400.0,3038400.0,5738200.0,ARM repeats containing protein
1056,cgd2_3730,1891100.0,165350000.0,5766700.0,5052200.0,64166000.0,364370.0,Glutathione S-transferase C-terminal domain containing protein
1509,cgd2_3740,0.0,1465500.0,0.0,191880.0,0.0,0.0,Uncharacterized protein
1508,cgd2_3750,0.0,1265400.0,0.0,0.0,0.0,674970.0,Uncharacterized protein
121,cgd2_3780,41960.0,9539400.0,768410.0,5157300.0,63498000.0,2326800.0,Uncharacterized protein
1507,cgd2_3800,0.0,4081800.0,0.0,0.0,0.0,89236.0,Uncharacterized protein
1506,cgd2_3830,0.0,1200300.0,0.0,0.0,0.0,165540.0,Uncharacterized protein
1094,cgd2_390,681940.0,23377000.0,549440.0,3715900.0,12290000.0,740190.0,Uncharacterized protein
1083,cgd2_3910,157320.0,25673000.0,2451300.0,4983300.0,7380100.0,0.0,Enhancer of rudimentary
1052,cgd2_3913,9904400.0,302070000.0,92593000.0,416540000.0,79224000.0,82844000.0,Uncharacterized protein
1393,cgd2_3920,54272.0,13862000.0,190380.0,211320.0,172230.0,3861200.0,unspecified product
109,cgd2_3930,507140.0,13317000.0,596820.0,376690.0,0.0,0.0,Deoxyhypusine synthase
671,cgd2_3950,100350000.0,1184600000.0,43620000.0,303820000.0,149480000.0,345580000.0,Translation elongation factor EF1B/ribosomal protein S6
583,cgd2_3960,2681300.0,61424000.0,1922900.0,1606900.0,4328100.0,6494500.0,V-ATPase subunit H
928,cgd2_3990,0.0,121570000.0,6963500.0,3396200.0,2557000.0,3026200.0,EF-hand domain containing protein
1505,cgd2_4060,0.0,5951800.0,0.0,0.0,0.0,127300.0,Uncharacterized protein
969,cgd2_4090,103230.0,5451100.0,0.0,0.0,0.0,198630.0,50S ribosome-binding GTPase
1054,cgd2_4103,0.0,3294700.0,353550.0,1271000.0,0.0,299000.0,Uncharacterized protein
1504,cgd2_410,0.0,16197000.0,0.0,519120.0,0.0,0.0,Signal peptide containing protein
727,cgd2_4110,49542.0,6660600.0,15339.0,0.0,0.0,275560.0,Ubiquitin-conjugating enzyme
1143,cgd2_4120,10156000.0,832550000.0,61973000.0,86749000.0,159970000.0,95919000.0,Peptidyl-prolyl cis-trans isomerase
450,cgd2_4150,42670000.0,314060000.0,31080000.0,220590000.0,52609000.0,338120000.0,Articulin family protein
1324,cgd2_4180,18377000.0,230160000.0,24829000.0,135990000.0,40394000.0,30684000.0,Uncharacterized protein
1650,cgd2_420,0.0,39049000.0,3113900.0,3281700.0,10880000.0,651350.0,Signal peptide containing protein
600,cgd2_4260,106910000.0,1319100000.0,83636000.0,524020000.0,266800000.0,419330000.0,40S ribosomal protein S6
839,cgd2_4270,89060.0,33601000.0,1027100.0,800300.0,538600.0,1340600.0,Secreted insulinase-like peptidase
1648,cgd2_430,225110.0,136580000.0,37871000.0,8406400.0,51132000.0,5536900.0,Signal peptide containing protein
540,cgd2_4320,23701000.0,591030000.0,37055000.0,36004000.0,28309000.0,71181000.0,Thioredoxin/glutathione reductase selenoprotein
185,cgd2_4350,0.0,0.0,0.0,28796.0,1024900.0,0.0,Patched family protein
1570,cgd2_4370,32369.0,19496000.0,1469700.0,2504300.0,886230.0,1839700.0,Signal peptide containing protein
845,cgd2_4380,135710.0,1398500.0,0.0,37007.0,0.0,689030.0,Signal peptide containing protein/gene anchored to telomere
1610,cgd2_440,189330.0,50442000.0,10166000.0,1379400.0,55161000.0,4268000.0,Signal peptide containing protein
556,cgd2_480,18311000.0,199850000.0,18171000.0,74350000.0,28462000.0,153710000.0,Uncharacterized protein
34,cgd2_490,2999500.0,926990000.0,142460000.0,2519400000.0,9973300000.0,1132900000.0,Uncharacterized protein
419,cgd2_500,0.0,2365300.0,0.0,0.0,0.0,0.0,BRCT domain containing protein
1308,cgd2_50,4146200.0,154350000.0,5564200.0,7514100.0,9238200.0,38098000.0,SIK1 nucleolar protein Nop56
253,cgd2_530,2882200.0,163300000.0,6047200.0,4021900.0,11318000.0,978370.0,Proteasome subunit beta type
1503,cgd2_540,0.0,3271700.0,0.0,0.0,0.0,118310.0,Organic solute transporter Ostalpha
1502,cgd2_580,0.0,124530.0,0.0,0.0,0.0,14186.0,Uncharacterized protein
129,cgd2_590,0.0,3184800.0,0.0,50787.0,560560.0,1563700.0,Nucleotide-sugar transporter
788,cgd2_600,12628000.0,231830000.0,8412600.0,11785000.0,17631000.0,33462000.0,T-complex protein 1 alpha subunit
564,cgd2_610,7105700.0,88505000.0,3775200.0,21668000.0,12497000.0,40308000.0,Uncharacterized protein
172,cgd2_620,0.0,10460000.0,1695900.0,0.0,0.0,0.0,Protein transport Sec61-beta/Sbh
173,cgd2_630,36136.0,1569200.0,0.0,0.0,0.0,0.0,Inward rectifier potassium channel
897,cgd2_640,22153000.0,290470000.0,31841000.0,46610000.0,32512000.0,211450000.0,Metallo-dependent phosphatase-like protein
65,cgd2_660,203990.0,3689900.0,321810.0,0.0,0.0,0.0,Uncharacterized protein
1382,cgd2_680,24177.0,6115500.0,15876.0,0.0,0.0,891620.0,Uncharacterized protein
413,cgd2_70,0.0,368480.0,0.0,0.0,0.0,0.0,ABC transporter
1275,cgd2_740,0.0,26417000.0,3430700.0,4685500.0,6880700.0,0.0,Dynein light chain type 1/2
1501,cgd2_750,0.0,12656000.0,0.0,0.0,0.0,751310.0,WD40 repeat containing protein
1337,cgd2_760,0.0,21113000.0,1039800.0,477490.0,0.0,2546800.0,NSF attachment protein
634,cgd2_770,961580.0,34551000.0,2004600.0,9357400.0,1503300.0,26160000.0,Bacterial surface antigen (D15)
299,cgd2_790,208010000.0,2047700000.0,288960000.0,925740000.0,696740000.0,2466400000.0,LH2/LCCL/SRCR domain containing protein
477,cgd2_810,0.0,23316000.0,5936800.0,6135600.0,0.0,205140.0,Calmodulin
1653,cgd2_820,0.0,22163000.0,3092200.0,1244800.0,8921100.0,428620.0,Translation initiation factor SUI1
58,cgd2_850,49502.0,48754000.0,3038400.0,32013000.0,236210000.0,18715000.0,Uncharacterized protein
272,cgd2_860,3037200.0,92547000.0,10333000.0,5026600.0,5087500.0,3030400.0,Proteasome subunit beta type
1058,cgd2_870,306830.0,47765000.0,1012100.0,566960.0,27650000.0,2849200.0,Coiled-coil domain-containing protein
715,cgd2_900,16191000.0,236650000.0,7396400.0,12999000.0,13851000.0,33277000.0,TCP-1/cpn60 chaperonin
403,cgd2_90,0.0,1122100.0,0.0,0.0,0.0,0.0,ABC transporter
273,cgd2_910,132610.0,10068000.0,246870.0,0.0,0.0,1347900.0,Protein kinase domain containing protein
230,cgd2_920,1631200.0,20362000.0,286900.0,268470.0,373930.0,1410400.0,Peptidase M16(Insulinase)
219,cgd2_930,6143600.0,73493000.0,1760000.0,2579000.0,1863200.0,4331200.0,insulinase-like peptidase
915,cgd2_940,68422.0,149610000.0,715870.0,181020.0,78640.0,12223000.0,Signal peptide plus transmembrane domain containing protein
456,cgd2_980,584940.0,27473000.0,1643000.0,1426700.0,1397700.0,588470.0,RNA polymerase Rpb5
156,cgd2_990,0.0,7341300.0,28458.0,0.0,0.0,0.0,Queuine tRNA-ribosyltransferase
1500,cgd3_100,0.0,1507200.0,0.0,121850.0,0.0,0.0,Uncharacterized protein
1499,cgd3_1030,0.0,2939600.0,0.0,0.0,0.0,857160.0,Uncharacterized protein
492,cgd3_1090,0.0,5677400.0,53013.0,0.0,461190.0,0.0,Uncharacterized protein with WD40 repeat
1037,cgd3_1160,0.0,7160500.0,0.0,743260.0,0.0,83745.0,Uncharacterized protein
1030,cgd3_1173,248120.0,3679100.0,0.0,0.0,0.0,298550.0,E3A like HECT domain containing ubiquitin protein ligase
1227,cgd3_1180,391750.0,3581500.0,14257.0,0.0,0.0,622640.0,E3 ubiquitin ligase
330,cgd3_1200,0.0,1399400.0,0.0,0.0,0.0,0.0,Prefoldin subunit
196,cgd3_1220,815560.0,467540000.0,58568000.0,62604000.0,284200000.0,232250000.0,Hyaluronan/mRNA-binding protein
1498,cgd3_1230,0.0,1317300.0,0.0,0.0,0.0,968040.0,PWI/4CCCH domain containing protein
858,cgd3_1250,187580000.0,1511800000.0,132810000.0,511740000.0,629180000.0,355010000.0,Ribosomal protein L14
1132,cgd3_1290,51820000.0,1248700000.0,68104000.0,111430000.0,114520000.0,202660000.0,14-3-3 domain containing protein
1580,cgd3_1300,24297000.0,729760000.0,109950000.0,116220000.0,248920000.0,93167000.0,60S ribosomal protein L12
1497,cgd3_1310,0.0,6134000.0,0.0,86095.0,0.0,0.0,UBX domain containing protein
885,cgd3_1330,573650.0,10033000.0,1840800.0,4555000.0,309580.0,17599000.0,Uncharacterized protein
274,cgd3_1340,205810.0,4360000.0,49688.0,0.0,0.0,272170.0,NMD3p like protein
1349,cgd3_1350,110580.0,20084000.0,229660.0,359280.0,249350.0,10325000.0,Ubiquitin domain containing protein
1496,cgd3_1380,0.0,5134400.0,0.0,0.0,0.0,2484400.0,IQ calmodulin-binding motif
1472,cgd3_1390,0.0,1034000.0,0.0,0.0,0.0,485050.0,Conserved oligomeric Golgi complex subunit 6
904,cgd3_1400,15660000.0,174110000.0,4445000.0,4317100.0,34487000.0,21571000.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
1598,cgd3_1430,0.0,28327000.0,4314600.0,1266700.0,2690700.0,1885200.0,SAP domain containing protein
1245,cgd3_1450,0.0,8336500.0,216090.0,62781.0,0.0,2484400.0,Replication factor C like AAA+ Atpase
60,cgd3_1460,17968.0,11603000.0,281500.0,0.0,0.0,197000.0,GAF domain containing protein
43,cgd3_1480,376040.0,19726000.0,1038700.0,85324.0,0.0,486780.0,Pp2c protein phosphatase 2 C
315,cgd3_1510,0.0,202800.0,0.0,0.0,0.0,0.0,Cyclin-dependent kinase 3
25,cgd3_1540,5942500.0,274160000.0,6747000.0,169090000.0,2220800000.0,316100000.0,Signal peptide containing protein
1219,cgd3_1570,71681000.0,639370000.0,109990000.0,370510000.0,64097000.0,286970000.0,Profilin
1089,cgd3_1580,3302000.0,28616000.0,347640.0,362000.0,4994400.0,2770500.0,Alpha glucosidase-like faimly 31 glycosyl hydrolases
350,cgd3_1590,0.0,522000.0,0.0,0.0,0.0,0.0,DEAD/DEAH box helicase domain containing protein
337,cgd3_160,0.0,549080.0,0.0,0.0,0.0,0.0,Uncharacterized protein
465,cgd3_1620,0.0,452340.0,48531.0,0.0,0.0,172970.0,RNase P subunit p30
1002,cgd3_1630,0.0,34735000.0,977260.0,465900.0,0.0,0.0,Uncharacterized protein
1182,cgd3_1650,14848000.0,285380000.0,10148000.0,15706000.0,30383000.0,49615000.0,Initiation factor eIF2 gamma subunit/Elongation factor Tu
542,cgd3_1690,4968700.0,152410000.0,9888200.0,35152000.0,31827000.0,43799000.0,Uncharacterized protein
1621,cgd3_1700,58101.0,5594800.0,0.0,126710.0,0.0,1117700.0,Uncharacterized protein
549,cgd3_1710,8518500.0,282920000.0,13336000.0,48445000.0,143620000.0,43639000.0,Uncharacterized protein
1644,cgd3_1730,85208.0,54089000.0,5628600.0,8487000.0,1095300.0,6299500.0,Uncharacterized protein
169,cgd3_1750,0.0,12150000.0,435630.0,0.0,0.0,0.0,Uncharacterized protein
753,cgd3_1760,4713200.0,189090000.0,15245000.0,10725000.0,22693000.0,12305000.0,Uncharacterized protein
1120,cgd3_1770,2225500.0,248250000.0,17200000.0,12104000.0,16453000.0,22731000.0,Uncharacterized protein
64,cgd3_1780,0.0,365820.0,0.0,722870.0,325140.0,393690.0,Uncharacterized protein
669,cgd3_1790,636650.0,24382000.0,153780.0,386170.0,309700.0,1610200.0,Cse1-like Exportin/Importin
1394,cgd3_180,0.0,7195300.0,64289.0,905560.0,0.0,186860.0,KOG1666/V-SNARE domain containing protein
136,cgd3_1810,1218000.0,13844000.0,597920.0,295320.0,0.0,2064400.0,Casein kinase I
657,cgd3_1820,1867300.0,93146000.0,2126900.0,2740900.0,2504000.0,8638100.0,Sec23
184,cgd3_1830,0.0,0.0,0.0,9285.4,305510.0,0.0,Uncharacterized protein
1471,cgd3_1840,0.0,1324500.0,0.0,0.0,0.0,271720.0,Uncharacterized protein
433,cgd3_1880,0.0,0.0,0.0,0.0,0.0,215380.0,RNA recognition motif domain containing protein
1125,cgd3_1900,2477700.0,74294000.0,2523300.0,3349900.0,6982200.0,23761000.0,Acetyltransferase (GNAT) family protein
10,cgd3_190,1654100.0,867740000.0,22115000.0,931080000.0,5876300000.0,1399700000.0,Fibrillin/EGF-like calcium-binding conserved site-containing protein
1631,cgd3_1940,2646300.0,916270000.0,46526000.0,94906000.0,40933000.0,19084000.0,Translationally controlled tumour protein associated protein
218,cgd3_1950,1343300.0,19146000.0,2486800.0,2360300.0,0.0,0.0,unspecified product
204,cgd3_1960,0.0,381460.0,246530.0,0.0,0.0,243270.0,Uncharacterized protein
1281,cgd3_200,867340.0,10936000.0,462690.0,267280.0,631040.0,8935100.0,CCCH-type Zinc finger/WD40 domain containing protein
72,cgd3_2010,94894.0,1556000.0,17839.0,0.0,0.0,0.0,Uncharacterized protein with EF-hand domain
1254,cgd3_2020,433950.0,108740000.0,3635500.0,2522200.0,1291400.0,18608000.0,Protein phosphatase 2C
134,cgd3_2030,6232100.0,38636000.0,3122900.0,4992400.0,112920.0,7937200.0,Choline/ethanolamine kinase
1470,cgd3_2040,0.0,83998.0,0.0,0.0,0.0,51834.0,NT ClassII-CCAase/tRNA adenylyltransferase
1469,cgd3_2060,0.0,2600500.0,0.0,0.0,0.0,805270.0,Uncharacterized protein with RING-type Zinc finger
1142,cgd3_2090,186050000.0,2122900000.0,125760000.0,215500000.0,379780000.0,317180000.0,40S ribosomal protein Sae
362,cgd3_210,0.0,127460.0,0.0,0.0,0.0,0.0,Uncharacterized protein with Tetratricopeptide-like helical domain
739,cgd3_2110,3683800.0,134420000.0,4565000.0,6157700.0,3470600.0,22349000.0,NOP5NT/snoRNA binding domain containing protein
76,cgd3_2130,0.0,0.0,0.0,253410.0,6541200.0,383840.0,Uncharacterized protein
518,cgd3_2150,300810.0,17480000.0,562900.0,543920.0,0.0,1962600.0,Protein tyrosine phosphatase-like protein
453,cgd3_2170,2955100.0,185730000.0,16118000.0,7984500.0,6273500.0,8851300.0,Proteasome endopeptidase complex
1445,cgd3_2180,0.0,112600.0,0.0,0.0,0.0,139790.0,Type I fatty acid synthase
111,cgd3_2190,207620.0,16042000.0,178780.0,0.0,0.0,370000.0,UBA-like/Ubiquitin-associated/Aspartic peptidase domain containing protein
301,cgd3_2200,2126400.0,166730000.0,10631000.0,6000800.0,5908300.0,3164500.0,Proteasome subunit alpha type
168,cgd3_2220,0.0,15062000.0,2169400.0,0.0,0.0,0.0,Ubiquitin-conjugating enzyme
608,cgd3_2250,9134300.0,389740000.0,44927000.0,264740000.0,147420000.0,77180000.0,60S ribosomal protein L37A
1013,cgd3_2260,0.0,40086000.0,1948800.0,37489000.0,0.0,0.0,Uncharacterized protein
1444,cgd3_2270,0.0,3254500.0,0.0,0.0,0.0,409000.0,WD repeat
142,cgd3_2320,1736900.0,17064000.0,60176.0,2213100.0,14537000.0,16233000.0,cGMP phosphodiesterase A4
115,cgd3_2330,0.0,51584.0,4996400.0,0.0,0.0,2127300.0,DEAD/DEAH box helicase with DBP10CT (NUC160) domain
612,cgd3_2360,906870.0,16910000.0,149430.0,123480.0,162880.0,2875600.0,Peptidase S59 nucleoporin
1377,cgd3_2390,11142000.0,123630000.0,8400000.0,14978000.0,41070000.0,17600000.0,Proliferation-associated protein 2G4 metalloprotease
643,cgd3_2410,87184.0,15551000.0,137750.0,0.0,54679.0,2863200.0,Ubiquitin-fusion degadation-2 (UFD2) family protein
911,cgd3_2440,53613000.0,1141600000.0,114180000.0,282060000.0,589160000.0,183140000.0,Ribosomal protein S18A
905,cgd3_2470,0.0,30265000.0,1778500.0,592280.0,265490.0,1875300.0,Eukaryotic translation initiation factor 3 subunit J
316,cgd3_2480,0.0,483370.0,0.0,0.0,0.0,0.0,Uncharacterized protein
973,cgd3_250,29902.0,3431000.0,0.0,0.0,0.0,309040.0,Serine/threonine-protein phosphatase
848,cgd3_2530,570950.0,107640000.0,13063000.0,8629000.0,1772900.0,5668600.0,Proteasome subunit beta type
1334,cgd3_2620,118640.0,9465400.0,33944.0,56029.0,0.0,1529800.0,RNA polymerase Rpb1
343,cgd3_2630,0.0,161660.0,0.0,0.0,0.0,0.0,Diacylglycerol kinase
1443,cgd3_2650,0.0,100680.0,0.0,0.0,0.0,44835.0,Uncharacterized protein
342,cgd3_2660,0.0,2363800.0,0.0,0.0,0.0,0.0,Uncharacterized protein
796,cgd3_2680,2559800.0,53462000.0,3370000.0,11376000.0,8940600.0,12036000.0,Signal peptidase complex subunit 3
1069,cgd3_2690,1230800.0,65133000.0,1075500.0,1219700.0,5032000.0,5614600.0,DnaJ domain containing protein
629,cgd3_2740,221320.0,8049700.0,350100.0,287100.0,0.0,2035100.0,T1Dc domain containing protein
950,cgd3_280,137200.0,8997000.0,0.0,0.0,0.0,415670.0,mRNA translation inhibitor SKI2 SFII helicase
1010,cgd3_2880,0.0,1036700.0,177470.0,100130.0,0.0,0.0,Uncharacterized protein with Leucine-rich repeat
1008,cgd3_2890,54892.0,977590.0,0.0,0.0,0.0,304190.0,Pre-mRNA-processing-splicing factor 8
1195,cgd3_300,8740800.0,254600000.0,15315000.0,15504000.0,28903000.0,76404000.0,nuclear transport factor 2/RRM domain containing protein
1154,cgd3_3040,15698000.0,169230000.0,5834900.0,10101000.0,19529000.0,33527000.0,cAMP-dependent protein kinase
637,cgd3_3060,243000.0,11985000.0,0.0,13736.0,0.0,2538300.0,exportin 1
1442,cgd3_3080,0.0,658670.0,0.0,0.0,0.0,283850.0,Conserved oligomeric Golgi complex subunit 3
1075,cgd3_3100,0.0,2908200.0,46614.0,0.0,0.0,559400.0,Major Facilitator Superfamily
1593,cgd3_3120,64511.0,9703700.0,118660.0,325210.0,0.0,1452800.0,AOX/Alternative oxidase
572,cgd3_3140,0.0,647040.0,0.0,0.0,137160.0,0.0,Uncharacterized protein
652,cgd3_3150,1518200.0,67612000.0,3290100.0,10820000.0,1110500.0,2895500.0,Rab5 like small Gtpase
1189,cgd3_3160,356220.0,18963000.0,2795600.0,2540800.0,1469300.0,7930400.0,Uncharacterized protein
1333,cgd3_3170,0.0,3489600.0,54691.0,34390.0,0.0,460980.0,Replication factor RFC3 AAA+ ATpase
352,cgd3_3190,0.0,2416600.0,0.0,0.0,0.0,0.0,GCN5 like acetylase with bromodomain
713,cgd3_3200,40441000.0,516440000.0,31528000.0,39690000.0,40552000.0,95616000.0,Deoxyribose-phosphate aldolase
485,cgd3_320,670410.0,110300000.0,2424200.0,1607300.0,4548600.0,1988800.0,Myristoyl-CoA:protein N-myristoyltransferase
103,cgd3_3210,409430.0,5704600.0,94281.0,100970.0,145630.0,121010.0,HAD-like/Lipin_domain_containing_protein(PV1H14080_P)
1147,cgd3_330,6751300.0,440590000.0,28241000.0,34331000.0,40366000.0,90825000.0,unspecified product
336,cgd3_3310,0.0,1273100.0,0.0,0.0,0.0,0.0,Uncharacterized protein
289,cgd3_3320,2434300.0,51309000.0,1108800.0,1336500.0,464370.0,5939000.0,phenylalanyl-tRNA synthetase
1441,cgd3_3330,0.0,181690.0,0.0,0.0,0.0,83254.0,Uncharacterized protein
1155,cgd3_3370,520440000.0,2779000000.0,80285000.0,151140000.0,747930000.0,361470000.0,Uncharacterized protein
1279,cgd3_3410,365500.0,10916000.0,28003.0,59693.0,154720.0,1556600.0,Uncharacterized protein
98,cgd3_3430,13030000.0,318230000.0,8771000.0,102610000.0,1056600000.0,142310000.0,Amine oxidase
1086,cgd3_3440,1094200.0,49561000.0,1637500.0,970700.0,2230000.0,13176000.0,Heat shock protein HSP70
432,cgd3_3460,0.0,0.0,0.0,0.0,0.0,372530.0,DWNN domain containing protein
251,cgd3_3470,372240.0,43376000.0,1354600.0,395240.0,0.0,3208600.0,Proliferating cell nuclear antigen
937,cgd3_3480,6565.8,140250.0,0.0,0.0,0.0,11988.0,Large Sec7 domain containing protein
73,cgd3_350,46098.0,1868900.0,117070.0,0.0,0.0,0.0,Pop2p-like 35 exonuclease/CCR4-NOT transcription complex
1160,cgd3_3510,2127000.0,122010000.0,13397000.0,31653000.0,15425000.0,20410000.0,Uncharacterized protein
358,cgd3_3570,0.0,337330.0,0.0,0.0,0.0,0.0,SAC3/GANP/THP3
1233,cgd3_3580,3619500.0,57602000.0,2363100.0,3267600.0,4769200.0,16219000.0,DRG-like OBG family Gtpase with RNA binding/TGS domain
1032,cgd3_3600,24016.0,1409000.0,0.0,0.0,0.0,197030.0,BTB/POZ domain/Kelch motif/Galactose oxidase central domain containing protein
1288,cgd3_3610,2076500.0,163010000.0,6317500.0,14964000.0,7998100.0,21705000.0,Aminopeptidase I zinc metalloprotease (M18)
161,cgd3_3640,28293.0,2164700.0,0.0,0.0,0.0,0.0,Protein kinase-like domain containing protein
